id,session_key,date,lap_number,category,flag,scope,message,driver_number
35,7953,2023-03-05T15:51:04+00:00,29,Other,,,CAR 20 (MAG) TIME 1:39.316 DELETED - TRACK LIMITS AT TURN 4 LAP 28 18:49:51,
36,7953,2023-03-05T15:51:39+00:00,30,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 18:51:39,31
37,7953,2023-03-05T16:00:14+00:00,35,Other,,,CAR 14 (ALO) LAP DELETED - TRACK LIMITS AT TURN 4 LAP 34 18:58:59 (PIT),
38,7953,2023-03-05T16:03:19+00:00,37,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 19:03:18,4
39,7953,2023-03-05T16:07:05+00:00,39,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 19:07:05,4
40,7953,2023-03-05T16:09:58+00:00,41,Other,,,CAR 27 (HUL) TIME 1:38.184 DELETED - TRACK LIMITS AT TURN 4 LAP 39 19:08:20,
41,7953,2023-03-05T16:10:01+00:00,41,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 16,
42,7953,2023-03-05T16:10:19+00:00,41,SafetyCar,,,VIRTUAL SAFETY CAR DEPLOYED,
43,7953,2023-03-05T16:11:53+00:00,42,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,
44,7953,2023-03-05T16:11:55+00:00,42,SafetyCar,,,VIRTUAL SAFETY CAR ENDING,
45,7953,2023-03-05T16:12:08+00:00,42,Flag,CLEAR,Track,TRACK CLEAR,
46,7953,2023-03-05T16:12:16+00:00,42,Drs,,,DRS ENABLED,
47,7953,2023-03-05T16:12:30+00:00,42,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 27 (HUL) TIMED AT 19:12:29,27
48,7953,2023-03-05T16:13:54+00:00,43,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 19:13:53,31
49,7953,2023-03-05T16:14:39+00:00,43,Other,,,CAR 63 (RUS) TIME 1:37.035 DELETED - TRACK LIMITS AT TURN 13 LAP 42 19:13:49,
50,7953,2023-03-05T16:16:18+00:00,44,Other,,,CAR 10 (GAS) TIME 1:35.942 DELETED - TRACK LIMITS AT TURN 4 LAP 43 19:15:07,
51,7953,2023-03-05T16:17:53+00:00,45,Other,,,CAR 10 (GAS) TIME 1:35.792 DELETED - TRACK LIMITS AT TURN 4 LAP 44 19:16:41,
52,7953,2023-03-05T16:23:02+00:00,48,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 21 (DEV) TIMED AT 19:23:01,21
53,7953,2023-03-05T16:24:12+00:00,49,Other,,,CAR 27 (HUL) TIME 1:36.806 DELETED - TRACK LIMITS AT TURN 4 LAP 47 19:22:09,
54,7953,2023-03-05T16:24:21+00:00,49,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 4 (NOR) TIMED AT 19:24:20,4
55,7953,2023-03-05T16:24:25+00:00,49,Flag,BLACK AND WHITE,Driver,BLACK AND WHITE FLAG FOR CAR 27 (HUL) - TRACK LIMITS,27
56,7953,2023-03-05T16:27:18+00:00,51,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 19:27:17,24
57,7953,2023-03-05T16:27:24+00:00,51,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 24 (ZHO) TIMED AT 19:27:24,24
58,7953,2023-03-05T16:27:25+00:00,51,Other,,,CAR 44 (HAM) TIME 1:37.770 DELETED - TRACK LIMITS AT TURN 8 LAP 50 19:26:02,
59,7953,2023-03-05T16:28:38+00:00,52,Other,,,CAR 21 (DEV) TIME 1:39.089 DELETED - TRACK LIMITS AT TURN 4 LAP 50 19:26:51,
60,7953,2023-03-05T16:29:05+00:00,52,CarEvent,,,CAR 18 (STR) OFF TRACK AND CONTINUED AT TURN 10,18
61,7953,2023-03-05T16:29:55+00:00,53,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 21 (DEV) TIMED AT 19:29:55,21
62,7953,2023-03-05T16:31:31+00:00,54,Other,,,CAR 27 (HUL) TIME 1:37.917 DELETED - TRACK LIMITS AT TURN 4 LAP 52 19:30:15,
63,7953,2023-03-05T16:31:38+00:00,54,Other,,,INCIDENT INVOLVING CAR 27 (HUL) NOTED - MULTIPLE TRACK LIMITS,
64,7953,2023-03-05T16:31:52+00:00,54,Other,,,FIA STEWARDS: INCIDENT INVOLVING CAR 27 (HUL) UNDER INVESTIGATION - MULTIPLE TRACK LIMITS,
65,7953,2023-03-05T16:32:12+00:00,54,Other,,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 27 (HUL) - MULTIPLE TRACK LIMITS,
66,7953,2023-03-05T16:32:50+00:00,55,Other,,,CAR 4 (NOR) TIME 1:35.257 DELETED - TRACK LIMITS AT TURN 7 LAP 50 19:28:08,
67,7953,2023-03-05T16:33:02+00:00,55,Flag,BLACK AND WHITE,Driver,BLACK AND WHITE FLAG FOR CAR 4 (NOR) - TRACK LIMITS,4
68,7953,2023-03-05T16:33:50+00:00,55,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 20 (MAG) TIMED AT 19:33:50,20
69,7953,2023-03-05T16:36:52+00:00,57,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 19:36:51,2
70,7953,2023-03-05T16:37:31+00:00,57,Flag,CHEQUERED,Track,CHEQUERED FLAG,
71,7953,2023-03-05T16:37:35.429000+00:00,57,SessionStatus,,,SESSION FINISHED,
72,7953,2023-03-05T16:40:53+00:00,57,Other,,,CAR 27 (HUL) TIME 1:39.206 DELETED - TRACK LIMITS AT TURN 13 LAP 56 19:37:41,
73,7953,2023-03-05T16:42:16+00:00,57,Other,,,INCIDENT INVOLVING CAR 27 (HUL) NOTED - MULTIPLE TRACK LIMITS,
74,7953,2023-03-05T16:42:37+00:00,57,Other,,,FIA STEWARDS: INCIDENT INVOLVING CAR 27 (HUL) UNDER INVESTIGATION - MULTIPLE TRACK LIMITS,
75,7953,2023-03-05T16:42:52+00:00,57,Other,,,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 27 (HUL) - MULTIPLE TRACK LIMITS,
76,7779,2023-03-19T16:10:31+00:00,1,Other,,,PINK HEAD PADDING MATERIAL MUST BE USED,
77,7779,2023-03-19T16:20:00+00:00,1,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,
78,7779,2023-03-19T16:30:00+00:00,1,Other,,,PIT EXIT CLOSED,
79,7779,2023-03-19T16:45:27+00:00,1,Other,,,RISK OF RAIN FOR F1 RACE IS 0%,
80,7779,2023-03-19T16:57:03+00:00,1,Drs,,,DRS DISABLED,
81,7779,2023-03-19T17:03:50+00:00,1,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,
82,7779,2023-03-19T17:03:50.717000+00:00,1,SessionStatus,,,SESSION STARTED,
83,7779,2023-03-19T17:04:28+00:00,1,Other,,,INCIDENT INVOLVING CAR 14 (ALO) NOTED - INCORRECT STARTING LOCATION,
84,7779,2023-03-19T17:05:30+00:00,2,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 3,
85,7779,2023-03-19T17:05:33+00:00,2,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 4,
86,7779,2023-03-19T17:05:51+00:00,2,Other,,,FIA STEWARDS: INCIDENT INVOLVING CAR 14 (ALO) UNDER INVESTIGATION - INCORRECT STARTING LOCATION,
87,7779,2023-03-19T17:06:05+00:00,2,Other,,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 14 (ALO) - INCORRECT STARTING LOCATION,
88,7779,2023-03-19T17:07:20+00:00,3,Drs,,,DRS ENABLED,
89,7779,2023-03-19T17:08:25+00:00,3,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,
90,7779,2023-03-19T17:08:27+00:00,3,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,
91,7779,2023-03-19T17:11:14+00:00,5,Other,,,CAR 20 (MAG) TIME 1:37.098 DELETED - TRACK LIMITS AT TURN 23 LAP 4 20:10:01,
92,7779,2023-03-19T17:12:23+00:00,6,Other,,,CAR 2 (SAR) TIME 1:36.881 DELETED - TRACK LIMITS AT TURN 23 LAP 5 20:11:41,
93,7779,2023-03-19T17:12:28+00:00,6,Other,,,CAR 1 (VER) TIME 1:35.359 DELETED - TRACK LIMITS AT TURN 23 LAP 5 20:11:37,
94,7779,2023-03-19T17:13:25+00:00,7,Other,,,CAR 23 (ALB) TIME 1:37.108 DELETED - TRACK LIMITS AT TURN 23 LAP 5 20:11:41,
95,7779,2023-03-19T17:15:21+00:00,8,Other,,,START STRAIGHT INCIDENT INVOLVING CAR 44 (HAM) NOTED - WEAVING ON STRAIGHT,
96,7779,2023-03-19T17:15:38+00:00,8,Other,,,FIA STEWARDS: START STRAIGHT INCIDENT INVOLVING CAR 44 (HAM) UNDER INVESTIGATION - WEAVING ON STRAIGHT,
97,7779,2023-03-19T17:16:35+00:00,9,Flag,BLACK AND WHITE,Driver,BLACK AND WHITE FLAG FOR CAR 44 (HAM) - WEAVING ON STRAIGHT,44
98,7779,2023-03-19T17:19:01+00:00,10,Other,,,CAR 27 (HUL) TIME 1:36.613 DELETED - TRACK LIMITS AT TURN 23 LAP 9 20:18:04,
99,7779,2023-03-19T17:23:45+00:00,13,CarEvent,,,CAR 18 (STR) MISSED THE APEX OF TURN 5,18
100,7779,2023-03-19T17:23:47+00:00,13,Other,,,CAR 18 (STR) TIME 1:36.522 DELETED - TRACK LIMITS AT TURN 5 LAP 12 20:21:45,
101,7779,2023-03-19T17:30:11+00:00,17,Other,,,CAR 55 (SAI) TIME 1:53.399 DELETED - TRACK LIMITS AT TURN 23 LAP 16 20:29:19,
102,7779,2023-03-19T17:30:31+00:00,17,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,
103,7779,2023-03-19T17:30:33+00:00,17,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 9,
104,7779,2023-03-19T17:30:49+00:00,18,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,
105,7779,2023-03-19T17:30:59+00:00,18,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 9,
106,7779,2023-03-19T17:31:01+00:00,18,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 8,
107,7779,2023-03-19T17:31:10+00:00,18,SafetyCar,,,SAFETY CAR DEPLOYED,
108,7779,2023-03-19T17:34:23+00:00,19,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,
109,7779,2023-03-19T17:34:26+00:00,19,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,
110,7779,2023-03-19T17:36:10+00:00,20,SafetyCar,,,SAFETY CAR IN THIS LAP,
111,7779,2023-03-19T17:38:27+00:00,20,Flag,CLEAR,Track,TRACK CLEAR,
112,7779,2023-03-19T17:42:04+00:00,23,Drs,,,DRS ENABLED,
113,7779,2023-03-19T17:43:56+00:00,24,Flag,BLACK AND WHITE,Driver,BLACK AND WHITE FLAG FOR CAR 55 (SAI) - WEAVING ON STRAIGHT,55
114,7779,2023-03-19T17:44:02+00:00,24,Other,,,CAR 77 (BOT) TIME 1:38.366 DELETED - TRACK LIMITS AT TURN 2 LAP 22 20:40:33,
115,7779,2023-03-19T17:44:22+00:00,24,Other,,,CAR 20 (MAG) TIME 1:35.702 DELETED - TRACK LIMITS AT TURN 23 LAP 23 20:43:09,
116,7779,2023-03-19T17:48:54+00:00,27,Other,,,CAR 23 (ALB) TIME 1:38.229 DELETED - TRACK LIMITS AT TURN 23 LAP 26 20:47:59,
117,7779,2023-03-19T17:50:05+00:00,28,Other,,,CAR 77 (BOT) TIME 1:38.366 WILL BE REINSTATED,
118,7779,2023-03-19T17:50:26+00:00,28,Other,,,CAR 24 (ZHO) TIME 1:37.391 DELETED - TRACK LIMITS AT TURN 2 LAP 22 20:40:33,
119,7779,2023-03-19T17:57:10+00:00,32,Other,,,CAR 16 (LEC) TIME 1:34.082 DELETED - TRACK LIMITS AT TURN 23 LAP 31 20:55:40,
120,7779,2023-03-19T17:58:08+00:00,33,Other,,,CAR 16 (LEC) TIME 1:34.701 DELETED - TRACK LIMITS AT TURN 2 LAP 32 20:56:15,
121,7779,2023-03-19T17:58:25+00:00,33,Other,,,CAR 4 (NOR) TIME 1:35.478 DELETED - TRACK LIMITS AT TURN 23 LAP 32 20:57:34,
122,7779,2023-03-19T18:05:43+00:00,38,Other,,,CAR 11 (PER) TIME 1:32.638 DELETED - TRACK LIMITS AT TURN 23 LAP 37 21:04:35,
123,7779,2023-03-19T18:06:09+00:00,38,Other,,,CAR 1 (VER) TIME 1:32.496 DELETED - TRACK LIMITS AT TURN 23 LAP 37 21:04:40,
124,7779,2023-03-19T18:09:23+00:00,40,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 21:09:23,77
125,7779,2023-03-19T18:11:14+00:00,42,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 21:11:14,77
126,7779,2023-03-19T18:15:39+00:00,44,Other,,,CAR 81 (PIA) TIME 1:35.257 DELETED - TRACK LIMITS AT TURN 23 LAP 43 21:15:03,
127,7779,2023-03-19T18:21:31+00:00,48,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 21:21:31,77
128,7779,2023-03-19T18:23:23+00:00,49,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 21:23:22,77
129,7779,2023-03-19T18:25:05.801000+00:00,50,SessionStatus,,,SESSION FINISHED,
130,7779,2023-03-19T18:25:07+00:00,50,Flag,CHEQUERED,Track,CHEQUERED FLAG,
131,7779,2023-03-19T18:38:13+00:00,50,Other,,,PIT LANE INCIDENT INVOLVING CAR 14 (ALO) NOTED - SERVING PENALTY INCORRECTLY ,
132,7779,2023-03-19T18:38:32+00:00,50,Other,,,FIA STEWARDS: PIT LANE INCIDENT INVOLVING CAR 14 (ALO) UNDER INVESTIGATION - SERVING PENALTY INCORRECTLY ,
133,7779,2023-03-19T18:45:07+00:00,50,Other,,,FIA STEWARDS: 10 SECOND TIME PENALTY FOR CAR 14 (ALO) - SERVING PENALTY INCORRECTLY ,
134,7787,2023-04-02T04:05:11+00:00,1,Other,,,DRS DISABLED IN ZONE 3,
135,7787,2023-04-02T04:05:31+00:00,1,Other,,,PINK HEAD PADDING MATERIAL MUST BE USED,
136,7787,2023-04-02T04:14:09+00:00,1,Other,,,DRS ENABLED IN ZONE 3,
137,7787,2023-04-02T04:20:00+00:00,1,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,
138,7787,2023-04-02T04:30:00+00:00,1,Other,,,PIT EXIT CLOSED,
139,7787,2023-04-02T04:31:48+00:00,1,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,
140,7787,2023-04-02T04:31:50+00:00,1,Other,,,DRS DISABLED IN ZONE 2,
141,7787,2023-04-02T04:31:50+00:00,1,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,
142,7787,2023-04-02T04:32:22+00:00,1,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 16,
143,7787,2023-04-02T04:34:02+00:00,1,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 18,
144,7787,2023-04-02T04:35:18+00:00,1,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,
145,7787,2023-04-02T04:35:36+00:00,1,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 16,
146,7787,2023-04-02T04:37:08+00:00,1,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,
147,7787,2023-04-02T04:39:31+00:00,1,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 18,
148,7787,2023-04-02T04:40:14+00:00,1,Other,,,DRS ENABLED IN ZONE 2,
149,7787,2023-04-02T04:40:14+00:00,1,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,
150,7787,2023-04-02T04:45:09+00:00,1,Other,,,RISK OF RAIN FOR F1 RACE IS 0%,
151,7787,2023-04-02T04:57:10+00:00,1,Drs,,,DRS DISABLED,
152,7787,2023-04-02T05:03:18+00:00,1,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,
153,7787,2023-04-02T05:03:18.684000+00:00,1,SessionStatus,,,SESSION STARTED,
154,7787,2023-04-02T05:03:46+00:00,1,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,
155,7787,2023-04-02T05:04:25+00:00,1,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 5,
156,7787,2023-04-02T05:04:27+00:00,1,SafetyCar,,,SAFETY CAR DEPLOYED,
157,7787,2023-04-02T05:05:41+00:00,2,Other,,,TURN 1 INCIDENT INVOLVING CARS 16 (LEC) AND 18 (STR) NOTED - CAUSING A COLLISION,
158,7787,2023-04-02T05:06:04+00:00,2,Other,,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 16 (LEC) AND 18 (STR) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION,
159,7787,2023-04-02T05:07:27+00:00,3,SafetyCar,,,SAFETY CAR IN THIS LAP,
160,7787,2023-04-02T05:07:34+00:00,3,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,
161,7787,2023-04-02T05:09:12+00:00,3,Flag,CLEAR,Track,TRACK CLEAR,
162,7787,2023-04-02T05:12:15+00:00,6,Drs,,,DRS ENABLED,
163,7787,2023-04-02T05:14:12+00:00,7,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,
164,7787,2023-04-02T05:14:24+00:00,7,SafetyCar,,,SAFETY CAR DEPLOYED,
165,7787,2023-04-02T05:15:22+00:00,8,Other,,,RECOVERY VEHICLE ON TRACK AT TURN 6,
166,7787,2023-04-02T05:17:02+00:00,8,Flag,RED,Track,RED FLAG,
167,7787,2023-04-02T05:17:02+00:00,8,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,
168,7787,2023-04-02T05:17:02.518000+00:00,8,SessionStatus,,,SESSION ABORTED,
169,7787,2023-04-02T05:22:27+00:00,9,Other,,,RACE WILL RESUME AT 15:33,
170,7787,2023-04-02T05:32:01+00:00,9,Other,,,RACE WILL RESUME AT 15:33 - STANDING START PROCEDURE,
171,7787,2023-04-02T05:32:43+00:00,9,Flag,CLEAR,Track,TRACK CLEAR,
172,7787,2023-04-02T05:33:00.429000+00:00,9,SessionStatus,,,SESSION STARTED,
173,7787,2023-04-02T05:34:05+00:00,9,Other,,,STANDING START PROCEDURE,
174,7787,2023-04-02T05:36:23+00:00,10,Other,,,RESTART PROCEDURE UNDER INVESTIGATION,
175,7787,2023-04-02T05:36:39+00:00,10,Other,,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 9,
176,7787,2023-04-02T05:39:29+00:00,11,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,
177,7787,2023-04-02T05:39:46+00:00,12,Drs,,,DRS ENABLED,
178,7787,2023-04-02T05:40:23+00:00,12,Other,,,TURN 3 INCIDENT INVOLVING CARS 21 (DEV) AND 31 (OCO) NOTED - CAUSING A COLLISION,
179,7787,2023-04-02T05:41:58+00:00,13,Other,,,FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 21 (DEV) AND 31 (OCO) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION,
180,7787,2023-04-02T05:46:30+00:00,16,Other,,,RESTART PROCEDURE NO FURTHER ACTION ,
181,7787,2023-04-02T05:47:52+00:00,17,Other,,,TURN 1 INCIDENT INVOLVING CARS 22 (TSU) AND 81 (PIA) NOTED - CAUSING A COLLISION,
182,7787,2023-04-02T05:48:31+00:00,18,Other,,,PIT LANE ENTRY CLOSED,
183,7787,2023-04-02T05:48:36+00:00,18,SafetyCar,,,VIRTUAL SAFETY CAR DEPLOYED,
184,7787,2023-04-02T05:50:38+00:00,19,SafetyCar,,,VIRTUAL SAFETY CAR ENDING,
185,7787,2023-04-02T05:50:52+00:00,19,Flag,CLEAR,Track,TRACK CLEAR,
186,7787,2023-04-02T05:51:32+00:00,20,Drs,,,DRS ENABLED,
187,7787,2023-04-02T05:53:02+00:00,21,Other,,,PIT LANE ENTRY OPEN,
188,7787,2023-04-02T05:54:02+00:00,21,Other,,,FIA STEWARDS: TURN 1 INCIDENT INVOLVING CARS 22 (TSU) AND 81 (PIA) REVIEWED NO FURTHER INVESTIGATION - CAUSING A COLLISION,
189,7787,2023-04-02T06:17:17+00:00,39,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:17:17,2
190,7787,2023-04-02T06:23:50+00:00,43,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 21 (DEV) TIMED AT 16:23:49,21
191,7787,2023-04-02T06:29:30+00:00,48,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:29:30,2
192,7787,2023-04-02T06:29:54+00:00,48,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:29:54,2
193,7787,2023-04-02T06:30:08+00:00,48,CarEvent,,,CAR 1 (VER) OFF TRACK AND CONTINUED AT TURN 13,1
194,7787,2023-04-02T06:30:41+00:00,48,Other,,,CAR 1 (VER) TIME 1:24.107 DELETED - TRACK LIMITS AT TURN 13 LAP 47 16:29:18,
195,7787,2023-04-02T06:30:58+00:00,49,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:30:57,2
196,7787,2023-04-02T06:32:21+00:00,50,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:32:21,2
197,7787,2023-04-02T06:33:44+00:00,51,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:33:44,2
198,7787,2023-04-02T06:34:01+00:00,51,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:34:01,2
199,7787,2023-04-02T06:35:08+00:00,52,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:35:07,2
200,7787,2023-04-02T06:35:26+00:00,52,Flag,BLUE,Driver,WAVED BLUE FLAG FOR CAR 2 (SAR) TIMED AT 16:35:25,2
201,7787,2023-04-02T06:36:10+00:00,52,CarEvent,,,CAR 27 (HUL) OFF TRACK AND CONTINUED AT TURN 12,27
202,7787,2023-04-02T06:37:31+00:00,53,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 4,
203,7787,2023-04-02T06:37:32+00:00,53,Other,,,DRS DISABLED IN ZONE 4,
